step,episode_reward
0.0,3.5108680725097656
25000.0,31.6555233001709
50000.0,65.346435546875
75000.0,139.38743591308594
100000.0,126.72126770019531
125000.0,151.5584259033203
150000.0,172.0058135986328
175000.0,214.68630981445312
200000.0,209.4372100830078
225000.0,221.436767578125
250000.0,259.39923095703125
275000.0,235.1700439453125
300000.0,240.7750244140625
325000.0,241.45040893554688
350000.0,250.94949340820312
375000.0,256.71319580078125
400000.0,295.30853271484375
425000.0,276.66748046875
450000.0,326.0968933105469
475000.0,317.0140380859375
500000.0,357.42974853515625
