step,episode_reward
0.0,32.33785629272461
25000.0,332.9564514160156
50000.0,620.8738403320312
75000.0,761.763916015625
100000.0,888.1429443359375
125000.0,941.9948120117188
150000.0,932.6720581054688
175000.0,950.8572387695312
200000.0,958.8822021484375
225000.0,958.3843994140625
250000.0,954.1502075195312
275000.0,952.2620849609375
300000.0,966.9661865234375
325000.0,965.7849731445312
350000.0,963.2391357421875
375000.0,963.9599609375
400000.0,975.1101684570312
425000.0,958.72900390625
450000.0,955.06982421875
475000.0,963.1716918945312
500000.0,961.7154541015625
