step,episode_reward
0.0,23.802013397216797
25000.0,104.91813659667969
50000.0,193.72610473632812
75000.0,268.32513427734375
100000.0,294.34698486328125
125000.0,345.02069091796875
150000.0,423.4404296875
175000.0,489.03436279296875
200000.0,507.9356994628906
225000.0,542.877685546875
250000.0,576.6551513671875
275000.0,603.3905029296875
300000.0,617.0723876953125
325000.0,666.3570556640625
350000.0,678.0859985351562
375000.0,708.5180053710938
400000.0,723.2800903320312
425000.0,727.28369140625
450000.0,772.8294067382812
475000.0,783.589111328125
500000.0,817.3190307617188
