step,episode_reward
0.0,5.128068923950195
25000.0,51.89617156982422
50000.0,84.1629409790039
75000.0,86.33306884765625
100000.0,149.64707946777344
125000.0,187.13369750976562
150000.0,225.67782592773438
175000.0,240.86123657226562
200000.0,227.5471649169922
225000.0,294.72967529296875
250000.0,233.2220001220703
275000.0,303.81201171875
300000.0,387.4817810058594
325000.0,361.39764404296875
350000.0,411.8878479003906
375000.0,413.94622802734375
400000.0,376.00384521484375
425000.0,469.9917907714844
450000.0,444.00274658203125
475000.0,470.5257263183594
500000.0,473.63653564453125
