step,episode_reward
0.0,3.498096466064453
25000.0,226.9375
50000.0,339.572509765625
75000.0,322.92913818359375
100000.0,332.4790954589844
125000.0,420.1546325683594
150000.0,364.7170715332031
175000.0,536.0730590820312
200000.0,533.4287109375
225000.0,543.3682250976562
250000.0,580.06982421875
275000.0,542.6129150390625
300000.0,576.5018310546875
325000.0,517.0903930664062
350000.0,601.1790771484375
375000.0,580.0430297851562
400000.0,567.7039794921875
425000.0,536.6329345703125
450000.0,590.5753784179688
475000.0,507.23175048828125
500000.0,418.4313049316406
