step,episode_reward
0.0,30.349761962890625
25000.0,95.47982788085938
50000.0,182.17178344726562
75000.0,354.34918212890625
100000.0,408.2523498535156
125000.0,481.6295471191406
150000.0,531.0389404296875
175000.0,596.0054321289062
200000.0,619.9168701171875
225000.0,666.2960205078125
250000.0,705.8931274414062
275000.0,735.0233154296875
300000.0,756.0032958984375
325000.0,779.0764770507812
350000.0,780.435302734375
375000.0,780.4713134765625
400000.0,851.72119140625
425000.0,867.5068359375
450000.0,868.3321533203125
475000.0,851.0654296875
500000.0,885.8015747070312
