step,episode_reward
0.0,3.940497875213623
25000.0,207.21835327148438
50000.0,237.0742950439453
75000.0,300.9558410644531
100000.0,328.96728515625
125000.0,332.085693359375
150000.0,330.8094787597656
175000.0,380.441650390625
200000.0,395.112060546875
225000.0,385.19183349609375
250000.0,423.07977294921875
275000.0,402.6365661621094
300000.0,400.5634765625
325000.0,405.02655029296875
350000.0,381.9405822753906
375000.0,434.3865661621094
400000.0,451.81475830078125
425000.0,448.0440979003906
450000.0,446.09051513671875
475000.0,430.7305603027344
500000.0,439.520751953125
