step,episode_reward
0.0,23.821496963500977
25000.0,390.28875732421875
50000.0,497.0888671875
75000.0,752.91015625
100000.0,863.6507568359375
125000.0,907.9219970703125
150000.0,920.9559326171875
175000.0,934.24560546875
200000.0,936.3595581054688
225000.0,953.5833740234375
250000.0,953.7551879882812
275000.0,959.80029296875
300000.0,953.0120239257812
325000.0,964.46630859375
350000.0,965.4228515625
375000.0,964.0823364257812
400000.0,960.5286254882812
425000.0,954.7777099609375
450000.0,966.1917724609375
475000.0,963.09912109375
500000.0,818.6463012695312
