step,episode_reward
0.0,3.498096466064453
25000.0,108.3167953491211
50000.0,328.40020751953125
75000.0,419.5852966308594
100000.0,401.0684814453125
125000.0,385.64337158203125
150000.0,461.07086181640625
175000.0,444.35284423828125
200000.0,465.51300048828125
225000.0,469.12957763671875
250000.0,478.258544921875
275000.0,472.09381103515625
300000.0,491.2474670410156
325000.0,473.75115966796875
350000.0,503.6904296875
375000.0,492.27984619140625
400000.0,517.6505737304688
425000.0,519.9505615234375
450000.0,450.3445739746094
475000.0,527.3109130859375
500000.0,259.82757568359375
