step,episode_reward
0,26.854444727698564
25000,29.327114732017797
50000,21.07622231818671
75000,23.702195167406437
100000,24.539487444370366
125000,22.221035687580013
150000,23.31394174154278
175000,23.575772278029863
200000,24.874188752739606
225000,25.205133115886277
250000,24.237300521821744
275000,24.19968981808183
300000,29.957732293580325
325000,22.273896270765412
350000,24.265754815056592
375000,26.689651870112233
400000,25.59002477563726
425000,24.42513688947719
450000,25.51894089338316
475000,20.85910557219338
