step,episode_reward
0,19.71190217089434
25000,34.44769173780331
50000,12.824514288049974
75000,33.42948009324518
100000,20.400625034579793
125000,30.79794968265212
150000,25.352970311851752
175000,26.114132878243776
200000,27.18484961995667
225000,29.330008299392016
250000,29.036417661407807
275000,33.528066597942406
300000,32.90769214931585
325000,26.913454625835065
350000,30.84068128615464
375000,18.706187177870213
400000,37.04099877997466
425000,37.1146779081951
450000,24.212321454336717
475000,28.8985233982009
