step,episode_reward
0,20.511821866893115
25000,26.41745439535068
50000,22.75954542332624
75000,24.485048675134347
100000,24.26056531279053
125000,23.781007683460846
150000,22.06511782723236
175000,28.772592602053493
200000,23.9068310859361
225000,24.58292684801101
250000,20.1982891590693
275000,25.800296253020093
300000,22.71900519727412
325000,22.207656480148593
350000,16.180503336895814
375000,22.982655448273746
400000,20.146149973418723
425000,25.00243767054658
450000,22.208330101239643
475000,23.346127276585516
