step,episode_reward
0,24.189383030014906
25000,29.541232604296614
50000,21.46754127546827
75000,21.264192020555196
100000,25.16140254386163
125000,26.70451053574743
150000,45.77077854709952
175000,27.310389090754956
200000,31.283852481748816
225000,28.799719760358578
250000,24.658619721606406
275000,25.190679075706573
300000,33.922879336358804
325000,23.356123013001184
350000,23.831897220765462
375000,19.00620678785176
400000,21.37292171998781
425000,22.436531785955744
450000,27.630415043662715
475000,33.48120773115453
