step,episode_reward
0,25.597329791670493
25000,29.541233043850944
50000,21.736193000797723
75000,24.831939767710686
100000,23.19916906680471
125000,26.283937028437418
150000,16.965977431932878
175000,21.29859548786472
200000,21.089261353488137
225000,21.161971117064645
250000,24.043691340649165
275000,25.540982472418122
300000,28.42949499838657
325000,25.462454299584532
350000,26.770623406431486
375000,24.684717022142177
400000,27.04902922045506
425000,25.04383429429728
450000,26.39749331846025
475000,21.623756052694226
